,name,city,offices,geo,lat,lng,total_money_raised,founded_year,number_of_employees,category_code,description,overview,tag_list
8,headr,Berlin,"[{'description': '', 'address1': 'Ritterstr. 12-14', 'address2': '', 'zip_code': '10969', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5013449, 'longitude': 13.4109071}, {'description': '', 'address1': 'Fischerstr. 13', 'address2': '', 'zip_code': '30167', 'city': 'Hannover', 'state_code': None, 'country_code': 'DEU', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [13.4109071, 52.5013449]}",52.5013449,13.4109071,$0,2012.0,8.0,web,Free Facebook video chat app.,"<p><a href=""http://vive.me/"" title=""vive"" rel=""nofollow"">vive</a> lets you video chat with your friends and meet amazing people on Facebook! Share your awesome, ask for advice, laugh and learn, be inspired!</p>",
196,fruux,Muenster,"[{'description': '', 'address1': '', 'address2': '', 'zip_code': '48143', 'city': 'Muenster', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.9630088, 'longitude': 7.6267552}]","{'type': 'Point', 'coordinates': [7.6267552, 51.9630088]}",51.9630088,7.6267552,$0,2010.0,,web,"Syncs Contacts, calender and tasks","<p>fruux solves the problem of working with contacts, calendars and task across different devices in a cross-platform environment. The use of open standards such as CardDAV and CalDAV makes it easy to deploy across different devices and many different vendors. This also ensures that the user’s data does not suffer from vendor lock-in.</p>","sync, synchronize, contacts, calendars, events, tasks, adressbook, ios, carddav, caldav"
305,printium,Potsdam,"[{'description': 'HQ', 'address1': 'Behlertstrasse 3a', 'address2': '', 'zip_code': '14467', 'city': 'Potsdam', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.4055581, 'longitude': 13.0673441}]","{'type': 'Point', 'coordinates': [13.0673441, 52.4055581]}",52.4055581,13.0673441,$0,2009.0,3.0,enterprise,Global Publishing Platform,"<p>printium&#8217;s vision is to provide all players within the publishing industry with a global platform for interacting with each other. For this purpose we initially collected and validated data on more than 20.000 publishing houses, marketing agencies, print shops and suppliers manually. From other directories we separate ourselves through high data quality and a leading semantic search engine.</p>

<p>All new entries on printium are validated manually. By analyzing existing information on the web provider profiles are automatically enriched and thus can be found easier.</p>

<p>Our semantic search function provides a graphical navigation and thus allows for intuitively finding providers for even the most specific tasks.</p>

<p>At the end our objective is to generate global transparency for the publishing industry providing a fast and efficient way to get providers and customers in touch with each other.</p>

<p>printium is in public beta and will be officially launched shortly.</p>","print, publishing, community, global, directory"
325,expertnews,Hamburg,"[{'description': '', 'address1': '', 'address2': '', 'zip_code': '20146', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.5688101, 'longitude': 9.9819779}]","{'type': 'Point', 'coordinates': [9.9819779, 53.5688101]}",53.5688101,9.9819779,$0,2009.0,1.0,web,,"<p>expertnews.me - follow news from experts you trust on topics you care</p>

<p>expertnews.me is an idea of the newspaper of the future. If this model succeeds, it can fundamentally shift the power in the news business from the publishing companies to the individual editors/authors/experts and can encourage quality journalism. expertnews.me also bridges the gap between &#8220;professional&#8221; journalists and &#8220;amateur&#8221; bloggers - you are either an &#8220;expert&#8221; for your topics or you are not based on your stories and not based on your pay check.  </p>

<p>expertnews uses a facebook-style feed-view to show users the news that are most relevant to them. Users can customize their feed by following experts (i.e. a single person from a newspaper or a complete blog) from the expert directory with a single click on &#8220;follow&#8221; or by adding their own experts. expertnews.me uses both the RSS-feed and twitter of the expert as data sources (more data sources (facebook, &#8230;) can be also be added later). </p>

<p>Main Features in overview:</p>

<ol>
<li>Follow news in a simple feed format (which you are used to from facebook)</li>
<li>Discover the best an most important sources/experts for your topics in the expert directory</li>
<li>Compile expert teams around specific topics (e.g. Hamburg or iphone development) and share them</li>
<li>Share and comment your stories easily via facebook and/or twitter</li>
</ol>

<p>Since expertnews.me has the technology to take out single experts/authors from a complete newspaper RSS-feeds, authors/experts/editors get more bargaining power: Users no longer &#8220;buy the newspaper&#8221; - they follow individual editors who they trust in specific topics. Users can be their own &#8220;publishing house&#8221; and compile their own editorial staff. If authors/experts change their employer, they will take their &#8220;followers&#8221; with them. Therefore since individual authors are more visible and rewarded by earning followers, quality journalism is encouraged. </p>

<p>In short: expertnews.me combines the best of twitter, RSS and a rated experts/authors directory. </p>

<ul>
<li>simplicity from twitter: follow experts by simply clicking on &#8220;follow&#8221; (easier than copy+paste RSS link)</li>
<li>rich data from google reader: Having pictures and a few more lines of text is nicer than a shortened url on twitter</li>
<li>&#8220;qype for authors/experts&#8221;: find the most relevant experts for your topics</li>
<li>social graph from twitter and facebook: no need to establish new &#8220;friendships&#8221;.</li>
</ul>

<p>just go to expertnews.me to check out an early alpha version</p>","news, twitter, rss, reader"
348,youserbase,Oldenburg,"[{'description': 'Headquarters', 'address1': 'Lindenallee 60', 'address2': '', 'zip_code': '26122', 'city': 'Oldenburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.14967, 'longitude': 8.200653}]","{'type': 'Point', 'coordinates': [8.200653, 53.14967]}",53.14967,8.200653,$0,2009.0,2.0,network_hosting,Technology wiki,"<p>youserbase is a technology knowledge platform that provides technical information from users for users that can be compared, edited and rated.</p>","germany, oldenburg, wiki"
339,FindandSmile,Karlsruhe,"[{'description': '705 West GmbH', 'address1': 'Amalienbadstr 41', 'address2': '', 'zip_code': '76227', 'city': 'Karlsruhe', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.9974246, 'longitude': 8.4649954}]","{'type': 'Point', 'coordinates': [8.4649954, 48.9974246]}",48.9974246,8.4649954,$0,2009.0,2.0,web,Free Online Dating,"<p>Find&amp;Smile introduces Free Online Dating to Germany. Now 7 billion regular German users of dating services, can find an alternative choice to the established paid service offerings.</p>","dating, free, online-dating, dating-site, free-dating"
338,scoyo,Hamburg,"[{'description': 'scoyo GmbH', 'address1': 'GroÃŸer Burstah 50-52', 'address2': '', 'zip_code': '20457', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.5622698, 'longitude': 9.9490139}]","{'type': 'Point', 'coordinates': [9.9490139, 53.5622698]}",53.5622698,9.9490139,$0,2009.0,13.0,games_video,gamebased learning platform for children,"<p>scoyo is an innovative online learning platform for kids that makes learning fun. </p>

<p>Kids in grades 1 to 7 can work and play their way through exciting learning worlds. These worlds have a background story, a common cast of characters and settings. Each lesson can be accessed in sequence or on its own. And each episode has an exciting mission for kids to complete or a problem to solve.</p>

<p>The learning contents are based on the curricula of all 16 German federal states to meet the individual learning needs of each child. Studies have proven that children showed significant learning progress after using scoyo.</p>

<p>scoyo is a subsidiary of Bertelsmann.</p>","e-learning, gamebasedlearning, seriousgames, edutainment"
279,yiid,Weinheim,"[{'description': 'yiid', 'address1': 'Grundelbachstr. 84', 'address2': '', 'zip_code': '69469', 'city': 'Weinheim', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.5507557, 'longitude': 8.6759098}]","{'type': 'Point', 'coordinates': [8.6759098, 49.5507557]}",49.5507557,8.6759098,$0,2009.0,9.0,web,Social Media Monitor and Identity Hub,"<p>Your Internet ID has the only flexible Like and Dislike Button with multiple Browser Extensions and Plugins for different systems.
Yiid.com shows the Graph of Taste build by a Livestream of Likes and Dislikes coming out of all the networks.</p>

<p>Switched to Spread.ly on March 10 2011</p>","openweb, openid, dataportability, microformats, portable-contacts"
299,Webteilchen,Berlin,"[{'description': 'Webteilchen Berlin', 'address1': 'Greifswalder Str. 4', 'address2': '', 'zip_code': '10779', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5296736, 'longitude': 13.6281888}]","{'type': 'Point', 'coordinates': [13.6281888, 52.5296736]}",52.5296736,13.6281888,$0,2009.0,2.0,web,Web Services & Online Marketing,"<p>A German agency for online marketing, Search engine optimization, webdesign, coprorate identity. The office is near Alexander Platz (Berlin-Mitte).</p>","online-marketing, web-service, web-services, programming, php, mysql, ajax, zend-framework, seo, search-engine-optimization, search-engine-marketing, webdesign, web, online, marketing, germany, berlin, corporate-identy, myspace-design, web-design"
283,Gate 53|10 Technologies,Hamburg,"[{'description': 'Headquarters', 'address1': 'Arndtstr 18-20', 'address2': '', 'zip_code': '22085', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.5736401, 'longitude': 10.0184565}]","{'type': 'Point', 'coordinates': [10.0184565, 53.5736401]}",53.5736401,10.0184565,€141k,2009.0,4.0,web,Enhanced web browsing,"<p>At GATE 53|10 we develop and market Fytch, available at http://fytch.com. Fytch creates a radical change for the Internet, it redefines the way people browse the Internet in response to their needs.</p>

<p>Fytch is a Web-based tool that empowers people to write, read and share comments at any web site. Immediately while browsing, without leaving the page they are on. Using Fytch, people all around the world easily share their thoughts, opinions, ideas and reviews. Directly available at the website where their comments refer to. The nitty-gritty: No download, no installation. It&#8217;s simply a bookmark in the browser&#8217;s bookmark bar. </p>

<p>GATE 53|10 was founded in March 2009 by Thorsten Singhofen and Oliver Krohne and is headquartered at 53Â°North 10Â° East - which translates into Hamburg, Germany.</p>","affiliate-aggregation, content-monetization, affiliate-optimization"
264,betterchange,GieÃŸen,"[{'description': '', 'address1': 'Riegelpfad 68', 'address2': '', 'zip_code': '35392', 'city': 'GieÃŸen', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.5777223, 'longitude': 8.675371}]","{'type': 'Point', 'coordinates': [8.675371, 50.5777223]}",50.5777223,8.675371,$0,2009.0,,consulting,Change management,"<p>betterchange is a consultancy specialized in change management &#8211; crisis management as well as changes due to expansions of organizations. Betterchange accompanies customers during the whole transformation process: starting from planning and initializing the change, followed by problem analysis, target definition, strategy planning and mobilization, up to embedding, enhancement, control and sustainability of new processes.</p>

<p>Betterchange offers:</p>

<ul>
<li>detailed problem analysis and a broad feedback in the initializing phase</li>
<li>more ideas for and contributions to a successful strategy by developing the<br/>
change initiative</li>
<li>motivated and ambitious employees due to their optimal integration into the whole 
change process</li>
<li>a fast and coordinated procedure during the implementation phase</li>
<li>better acceptance of the results after having completed the transformation 
process.</li>
</ul>","consultancy, change, management, change-management, moderation, digital-moderation"
10,alluc,Norderstedt,"[{'description': '', 'address1': 'Stormarnstrasse 4', 'address2': '', 'zip_code': '22844', 'city': 'Norderstedt', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.707739, 'longitude': 10.023246}]","{'type': 'Point', 'coordinates': [10.023246, 53.707739]}",53.707739,10.023246,$0,2009.0,7.0,games_video,,"<p>alluc.org hosts a database of links to videos (copyrighted and not) which are hosted on 3rd party websites.  Users as well as administrators can update the viability of each link and add or request new videos to be indexed.</p>

<p>The company competes with other video databases such as <a href=""http://crunchbase.com/company/tvlinks"" title=""TV Links"">TV Links</a>, <a href=""/company/videohybrid"" title=""Videohybrid"" rel=""nofollow"">Videohybrid</a> and indexes many of its videos from <a href=""http://www.techcrunch.com/2007/04/04/forget-youtube-go-to-these-sites-if-you-want-hard-core-copyright-infringing-content/"" title=""these companies"">these companies</a>.</p>","video, piracy, videodatabase"
314,makandra,Augsburg,"[{'description': 'World Headquarter', 'address1': 'Werner-von-Siemens-Str. 6', 'address2': '', 'zip_code': '86159', 'city': 'Augsburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.3400291, 'longitude': 10.9059804}]","{'type': 'Point', 'coordinates': [10.9059804, 48.3400291]}",48.3400291,10.9059804,$0,2009.0,8.0,software,Ruby on Rails Web Development Shop,"<p>About makandra GmbH</p>

<p>The makandra GmbH is a web-shop based in Augsburg, Germany.
We make web applications.
We do agile, testdriven development with Ruby on Rails.</p>

<p>Our key products:</p>

<p>Rails LTS (https://railslts.com/) is a commercially supported fork of Rails 2.3 that will continue to receive security patches after support for Rails 2 has ended. </p>

<p>railscomplete (http://railscomplete.de/) is a optimized Ruby on Rails Hosting service for commercial applications.</p>","filepanic, ruby-on-rails, webapplications, saas, software-as-a-service, augsburg, munich, software-development"
304,quoobs,Berlin,"[{'description': 'Headquarter', 'address1': 'SamariterstraÃŸe 17', 'address2': '', 'zip_code': '10247', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5189904, 'longitude': 13.4663753}]","{'type': 'Point', 'coordinates': [13.4663753, 52.5189904]}",52.5189904,13.4663753,$0,2009.0,3.0,web,"social, local, mobile services","<p>quoobs creates sticky services. quoobs is a small start-up from Berlin whose people have been around in digital media for about 10 years. quoobs creates own stuff and sometimes get hitchhiked by others. quoobser love social networks, games and mobile services as well as a smooth cross platform integration. Focusing on user needs, quoobs creates consumer facing services and tries to ride on top of commoditized services. </p>","mobile, web, location-based, context-based, berlin, football, soccer, facebook, social"
226,FutureTap,Seefeld,"[{'description': 'FutureTap', 'address1': 'Seefelder Str. 17', 'address2': '', 'zip_code': '82229', 'city': 'Seefeld', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.0387806, 'longitude': 11.1974291}]","{'type': 'Point', 'coordinates': [11.1974291, 48.0387806]}",48.0387806,11.1974291,$0,2008.0,1.0,software,Smart iPhone Apps,"<p>FutureTap is a developer of innovative iPhone applications.</p>

<p>The flagship product, &#8220;Where To?&#8221;, is the leading iPhone point of interest app. Where To brings the power of a commercial GPS â€œpoints of interestâ€ feature to the iPhone. Where To enables users to find food, places to shop, fun things to do and much more with just a few taps. Where To includes over 600 categories and brands, so that users can find whatever theyâ€™re looking for without having to type in search terms.</p>

<p>Besides Where To, some interesting new apps are planned.</p>","iphone, apple, app-store, gps, poi, point-of-interest, navigation, software, application"
222,TRIBAX,Berlin,"[{'description': 'Head Office', 'address1': 'Linienstr 150', 'address2': '', 'zip_code': '10115', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5273098, 'longitude': 13.3922487}]","{'type': 'Point', 'coordinates': [13.3922487, 52.5273098]}",52.5273098,13.3922487,$0,2008.0,12.0,network_hosting,Social Network Community Provider,"<p>TRIBAX is an experienced provider of Web 2.0 solutions and strategy for clients from all industries. Based on our consulting expertise and our own Social Media framework, weâ€™re offering custom-tailored solutions for your communication and sales challenges. Hundreds of community- and service portals have already been implemented with TRIBAX Social Media CMS.</p>

<p>TRIBAX supports people in sustainably organising, maintaining and expanding their existing and newly created relationships.</p>

<p>TRIBAX delivers Web 2.0 strategies and functionalities for</p>

<ul>
<li>open websites</li>
<li>closed/ exclusive networks</li>
<li>personalized invitation and dialogue processes.</li>
</ul>

<p>Tribax is  both a service provider for strategic planning, implementation and operations of communication platforms and full-service provider of a modular â€œsocial software CMSâ€.</p>

<p>Using online mechanisms of social interaction, participation and self-organisation, Tribax supports you in targeting and addressing your market in order to</p>

<ul>
<li>gain and retain customers</li>
<li>gain and qualify partners</li>
<li>qualify and involve employees.</li>
</ul>

<p>After several years of technology development, Tribax was founded 
by a group of experienced internet software entrepreneurs and online marketing experts in 2007.  Among the active stockholders: Karsten Schneider (founder of Intershop), the Investitionsbank Berlin, Christian Fenner, and the current Managing Directors Oliver Schwarz and Phil v. Sassen.</p>","tribax, social-network, communities, white-label"
73,Jupidi,Hamburg,"[{'description': 'Jupidi GmbH', 'address1': 'KampstraÃŸe 9', 'address2': '', 'zip_code': '20357', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.561185, 'longitude': 9.966419}]","{'type': 'Point', 'coordinates': [9.966419, 53.561185]}",53.561185,9.966419,$0,2008.0,3.0,web,Dating Website,<p>Jupidi is launching a web and mobile service which allows people who know eachother casually in the real world to then flirt with eachother via Web and mobile.</p>,
144,FashionFreax GmbH,WÃ¤chtersbach,"[{'description': '', 'address1': 'Bleichgartenstr. 11', 'address2': '', 'zip_code': '63607', 'city': 'WÃ¤chtersbach', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.537588, 'longitude': 13.37402}]","{'type': 'Point', 'coordinates': [13.37402, 52.537588]}",52.537588,13.37402,$0,2008.0,,web,Fashion Social network,"<p>fashionfreax is a fashion and design social network where users are encouraged to submit and share their own designs, thoughts on fashion, and styles. </p>","fashion, community, trends, styles, outfits, map, designers"
294,Jakun Media,Berlin,"[{'description': 'Jakun Media', 'address1': 'SchÃ¶nhauser Allee 113', 'address2': '', 'zip_code': '10439', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.5849353, 'longitude': 10.1251434}]","{'type': 'Point', 'coordinates': [10.1251434, 53.5849353]}",53.5849353,10.1251434,$0,2008.0,4.0,games_video,"content scout & aggregator, licensor","<p>Jakun Media, based in Berlin (Germany), works as a license dealer and movie distributor for the sale of video content (full video rights) exclusively via digital platforms. </p>","germany, production, distribution, licensing, content-scout, content-aggregator, license-dealer"
307,kinkon,Kaiserslautern,"[{'description': 'Headquarter', 'address1': 'EisenbahnstraÃŸe 51', 'address2': '', 'zip_code': '67655', 'city': 'Kaiserslautern', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.439304, 'longitude': 7.771808}]","{'type': 'Point', 'coordinates': [7.771808, 49.439304]}",49.439304,7.771808,€750k,2008.0,10.0,web,Web Security for Families,<p>kinkon.de makes the net a secure place for families.</p>,"parental-control, secure-surfing"
291,djacap,Duesseldorf,"[{'description': 'djacap - EU', 'address1': 'Heinrich-Heine-Allee 3', 'address2': '', 'zip_code': '40213', 'city': 'Duesseldorf', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.2132396, 'longitude': 6.770176}, {'description': 'djacap - US', 'address1': '228 Park Ave S #20418', 'address2': '', 'zip_code': '10003', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [6.770176, 51.2132396]}",51.2132396,6.770176,$0,2008.0,4.0,consulting,IT Consulting & Management,"<p>djacap Inc. | lean development &amp; business solutions (djacap: formerly an acronym for the &#8216;Django Accounting Application&#8217; which was software previously developed in-house using the Django framework) is an international full service consulting and services company.</p>

<p>We specialize in solving business and scientific problems using highly efficient methodologies related to information technology and information management under the aegis of free and open source software and tools.</p>

<p>In addition, we place a considerable emphasis on interdisciplinary areas of responsibility where information elements are interrelated within the physical and technical arenas, such as robotics, process engineering, mechanical engineering, network engineering, augmented reality and AI.</p>","innovation, consulting, solutions, ventures, erp, ecm, crm, hosting, infrastructure, management, open-source, web, django, python, java, projects, media, industrial, software, knowledge"
280,tolingo,Hamburg,"[{'description': 'Office', 'address1': 'Planckstrasse 13', 'address2': '', 'zip_code': '22765', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.5617341, 'longitude': 9.9255806}]","{'type': 'Point', 'coordinates': [9.9255806, 53.5617341]}",53.5617341,9.9255806,$600k,2008.0,40.0,messaging,online translation agency,"<p>By combining expert knowledge and innovative vision, tolingo have created a unique online system that marks a new era in translation. Worlds apart from the traditional translation office, tolingo translations are carried out using it&#8217;s online translation platform.  This modern method and tolingo&#8217;s worldwide translator network not only ensure high quality but also cut out bureaucracy for a much faster and more efficient service.  </p>

<p>So how does it work? The translation process at tolingo starts with the nifty little cost calculator on our homepage which allows customers to get an instant quote as well as an estimated delivery time for their text. As soon as the customer confirms the order, the digital copy of the text is sent to tolingo&#8217;s database and then picked up by an available translator with suitable language skills and specialist experience. The translator then translates the text using tolingo&#8217;s online software which simultaenously allows the customer to keep track of the order progress. After the translation is completed and once any necessary proofreading/correction is carried out, the finished order is delivered to the customer. This direct and unbureacratic chain from customer to translator to customer allows tolingo to handle a large volume of orders day and night and dramatically reduce customer waiting time.</p>

<p>With the launch of tolingo.com, tolingo hopes to reach both customers and translators on a worldwide scale. But it&#8217;s not only the customer/translator base that is unlimited; tolingo is constantly thinking up new ways to improve it&#8217;s service and technology. tolingo listens to feedback from translators and customers alike and employ a young and dynamic team to think up creative new solutions for it&#8217;s translation service and technology. Many new developments, document formatting and translation memory to name but two, are just around the corner so watch this space!</p>","language, ecommerce, translation"
287,Tamundo,Berlin,"[{'description': '', 'address1': 'Oranienburger Str', 'address2': '', 'zip_code': '10117', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.525354, 'longitude': 13.3913657}]","{'type': 'Point', 'coordinates': [13.3913657, 52.525354]}",52.525354,13.3913657,$0,2008.0,28.0,ecommerce,Social Marketplace for Collectibles,"<p>Located in Berlin, Germany, Tamundo is a fast-growing Start-Up company that has developed the first social marketplace for unique items and collectibles in Germany. Sellers on Tamundo are allowed to sell everything but industrial mass production products and offer buyers a unique shopping experience.</p>

<p>Unlike other marketplaces, Tamundo actively involves its user&#8217;s in participating in the development of the site. As part of the Tamundo community, users can dsicuss items and about their field of interest, share and post events, upload their collections and show it with photos or video.Tamundo is THE new place in the web for collectibles. Everything from vinyl, coins, arts &amp; antiques, toys &amp; models can be found on Tamundo!</p>

<p>At the moment, the site lists about 500.000 items on the plattform becoming a home for fans and enthusiasts of online auctions who still look for the special bargain and unique item which cannot be found at a regular online shop or other marketplaces.</p>","marketplace, collectibles, unique-items, germany, ebay-competitor, social-marketplace"
284,PickPark,Wurzberg,"[{'description': 'HQ', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Wurzberg', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.794256, 'longitude': 9.927489}, {'description': 'US Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': '', 'state_code': 'PA', 'country_code': 'USA', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [9.927489, 49.794256]}",49.794256,9.927489,€10k,2008.0,3.0,software,Social business networking,"<p>PickPark offers businesses a chance to get their voice heard.  As an entrepreneur or company executive, rarely do you get a chance to network and establish business relationships with contacts over other social networking websites.  PickPark offers free or opt-in paid advertising, best offer selection and promotional profiles for your websites and companies.  </p>

<p>Signing up to PickPark takes seconds, and becoming a featured member has its benefits, too.  You can join hundreds of companies and create partnerships, post advertisements, share deals and special offers with PickPark members.  </p>",pickpark-pick-park-advertising-social-business-network-networking-entrepreneur-entrepreneurial-entrepreneurship
282,SuperSwitcher,Berlin,"[{'description': '', 'address1': 'Melanchthonstrasse 23', 'address2': '', 'zip_code': '10557', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5210992, 'longitude': 13.3541667}]","{'type': 'Point', 'coordinates': [13.3541667, 52.5210992]}",52.5210992,13.3541667,$0,2008.0,,web,Online tariff comparison service,"<p>SuperSwitcher provides a free, impartial online tariff comparison and switching service.</p>

<p>In particular, SuperSwitcher offers users a unique account management tool that makes saving money on household utility bills like power and gas easier than ever before: users can quickly set up a free account, so that they don&#8217;t have to re-enter the necessary details every time they want to compare suppliers. When users switch supplier online, SuperSwitcher automatically updates their details as they go along.</p>

<p>Comparisons can be done in seconds, and the process of switching supplier is greatly simplified, as SuperSwitcher fills in as many forms as possible on the user&#8217;s behalf.</p>

<p>SuperSwitcher also offers a reminder service, to help users get the most out of future price changes.</p>

<p>SuperSwitcher is also available as a Facebook application.</p>","gas, electricity, power, utility, comparison, switching, personal-finance, saving-money"
228,CtoJ,Cologne,"[{'description': 'CtoJ', 'address1': 'Im Mediapark 10', 'address2': '', 'zip_code': '50670', 'city': 'Cologne', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.9471389, 'longitude': 6.9410409}]","{'type': 'Point', 'coordinates': [6.9410409, 50.9471389]}",50.9471389,6.9410409,$0,2008.0,4.0,consulting,Software Migration,"<p>CtoJ is a service provider that focuses on the migration of large-scale, mission critical software systems. </p>

<p>The company offers a service to automate migration from legacy programming languages to state-of-the-art languages. </p>

<p>CtoJ has developed solutions to automate migration from C++ to Java, C++ to C# and C to Java.</p>",migration
134,want2do,Berlin,"[{'description': 'Berlin Office', 'address1': 'Weserstr.17', 'address2': '', 'zip_code': '10247', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.510284, 'longitude': 13.465981}]","{'type': 'Point', 'coordinates': [13.465981, 52.510284]}",52.510284,13.465981,$0,2008.0,4.0,web,German Social Network,<p>want2do.de is a German social network dedicated to the future.</p>,"future, to-do, social-network"
235,Kaeuferportal,Berlin,"[{'description': 'Headquarters', 'address1': 'Mohrenstr. 32', 'address2': '', 'zip_code': '10117', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5123372, 'longitude': 13.3936665}]","{'type': 'Point', 'coordinates': [13.3936665, 52.5123372]}",52.5123372,13.3936665,$0,2008.0,21.0,enterprise,,"<p>Kaeuferportal is a B2B Lead Generation platform targeting the German market for SMEs.</p>

<p>Kaeuferportal facilitates business purchasing of products and services for SMEs, which do not belong to the main area of expertise of the respective enterprise. The buyer obtains 3 offers from independent local suppliers. This allows for a qualified purchasing decision, saving time and money. This service is provided free of charge.</p>

<p>Leveraging the reach of the internet, procurement requests are aggregated. Suppliers pay per lead with no fixed costs involved.</p>","b2b, lead-generation, germany, sme"
248,Digital Bloom,Munich,"[{'description': 'Headquarter', 'address1': 'Regerstrasse 27', 'address2': '', 'zip_code': '81541', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.1210729, 'longitude': 11.5853709}, {'description': 'US-Office', 'address1': '84 Franklin Street', 'address2': '', 'zip_code': '10013', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.718177, 'longitude': -74.004602}]","{'type': 'Point', 'coordinates': [11.5853709, 48.1210729]}",48.1210729,11.5853709,$0,2008.0,5.0,ecommerce,,"<p>With the service of digitalbloom, now everyone can change any flatscreen, projector, computer or mobile phone into a frame for digital art. Bleakly screensavers, the old-fashioned fireplace-video or virtual aquaria are things of the past. </p>

<p>digitalbloom is an art label that signs talented artists around the globe to present them to a bigger audience and to sell their works in digital form via www.digitalbloom.com. The young company offers sophisticated images and videos from its range of international artists. The variety of styles reaches from classical photography and painting over illustration and animation to video art of all kind. At the website the user has the possibility to browse artworks, to manage his purchased images and videos in his own user area and to download it for the display on all kinds of hardware. Unlike many other websites that present digital art, digitalbloom is a curated digital art gallery, 
not a user generated platform. The selection of the artworks and artists is made by an art-jury that was especially formed to guarantee a constant quality to the buyer and its featured artists. Just like at a normal art gallery, digitalbloom shares the revenue of each sold work with the artist, for whom the accedence is for free. Target groups of the new platform are art and design interested consumers as well as companies like hotels, bars, restaurants, clubs, shops etc.</p>

<p>The philosophy of digitalbloom is to make art more accessible to everybody and to provide a service that can turn all those black screens into great places for digital art. â€žEveryone should have the possibility to own art. digitalbloom connects art-interested people of the 21st century with the makers around the globeâ€œ, so the founders of the platform.</p>

<p>At the end of 2008, the company was founded by Hendrik Boeing and Markos Kern. The launch took place in April 2009. digitalbloom runs offices in Munich (Germany) and New York (USA). </p>","art, gallery, design, wallpaper, visuals, frame, screen, vj"
106,plista,Berlin,"[{'description': 'Headquarter', 'address1': 'Torstraße 33-35', 'address2': '', 'zip_code': '10119', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5283614, 'longitude': 13.4124563}]","{'type': 'Point', 'coordinates': [13.4124563, 52.5283614]}",52.5283614,13.4124563,$3.8M,2008.0,100.0,advertising,recommendation and advertising network,"<p>plista is a pioneer when it comes to innovative solutions for targeted digital advertising. The Berlin-based company brings advertisers and publishers together via its data-driven content and advertising platform. Its specially developed technology enables plista to control both content and advertising in line with the interests of the individual user.</p>

<p>By optimally displaying advertising and content, publishers benefit from longer user stays and additional monetization of their digital services. plista employs 100 people and is the leader in its segment in five countries.</p>

<p>Awards: Red Herring EMEA, Red Herring Global, White bull as well as diverse domestic awards from Financial Times, Deutsche Startups, Initiative Mittelstand, etc.</p>","content-recommendation, content-discovery, recommendations, monetization, mobile, ads, targeting, rtb, personalization, plista-com, ad-network"
